Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales
295,3,12,7,1,1,3,8.84,0.076547632,109.5228,2004,1657.842
216,3,7,4,2,1,3,8.26,0.0,122.573,2002,739.038
1441,4,11,3,2,2,0,20.1,0.074931201,108.9228,2009,1105.228
205,4,15,7,1,1,3,9.695,0.0,185.1898,2004,2619.2572
1353,4,13,6,1,0,3,18.85,0.16758389,194.6136,1997,2721.7904
1186,4,14,5,2,0,3,18.25,0.054318517,140.9154,1999,6381.693
884,3,6,9,2,2,1,12.6,0.060800116,44.4744,1985,769.6648
1387,4,8,8,0,2,3,5.32,0.0,101.7674,1987,1120.5414
226,1,10,7,1,1,3,8.115,0.032152786,157.3972,2004,1869.5664
885,4,13,6,1,0,3,15.1,0.055840055,139.8496,1997,1411.496
828,4,13,2,2,1,3,8.42,0.070968081,215.9192,2007,1941.4728
863,4,12,7,1,1,3,9.0,0.081996013,216.2534,2004,4301.068
1404,3,12,3,2,2,0,8.18,0.082737261,57.3588,2009,343.5528
586,4,10,9,2,2,1,12.6,0.011206632,191.4188,1985,3998.7948
1359,4,12,4,2,1,3,15.35,0.014047825,36.719,2002,585.904
1362,3,14,8,0,2,3,20.6,0.045982389,177.0344,1987,535.3032
1240,4,4,8,0,2,3,9.3,0.042256257,124.4388,1987,1609.9044
1338,4,8,5,2,0,3,19.6,0.0,42.877,1999,649.155
1190,4,9,7,1,1,3,11.3,0.056424146,247.8118,2004,2223.1062
206,4,14,9,2,2,1,12.6,0.170254469,124.8704,1985,2127.8968
570,3,10,7,1,1,3,15.3,0.084749164,215.5218,2004,4060.7142
1099,4,8,2,2,1,3,8.235,0.014541462,184.495,2007,3844.995
888,4,14,6,1,0,3,15.2,0.091763303,228.5352,1997,1832.2816
415,0,15,9,2,2,1,12.6,0.069851683,110.9912,1985,1310.2944
1309,4,7,4,2,1,3,9.0,0.039004193,37.019,2002,659.142
99,1,10,4,2,1,3,9.0,0.05060313,150.9024,2002,4402.2696
485,3,15,7,1,1,3,15.35,0.113195815,190.8504,2004,3643.2576
1365,3,14,0,1,0,2,12.6,0.134327613,35.0558,1985,33.9558
219,3,15,7,1,1,3,20.1,0.054584207,193.382,2004,4247.804
1176,3,14,1,2,2,2,10.3,0.018623146,87.854,1998,259.662
477,4,14,7,1,1,3,12.35,0.093278912,118.7124,2004,2607.2728
1236,4,4,4,2,1,3,8.88,0.086957199,152.5682,2002,1372.2138
1451,4,5,1,2,2,2,15.85,0.13689554,176.437,1998,529.311
1366,4,10,3,2,2,0,14.1,0.090043082,140.1496,2009,846.8976
695,4,13,4,2,1,3,20.25,0.014251461,148.6418,2002,2648.5524
220,4,8,5,2,0,3,16.5,0.035711426,93.612,1999,1584.604
1489,3,15,6,1,0,3,13.6,0.043655155,156.7946,1997,3629.2758
1095,3,7,9,2,2,1,12.6,0.108568067,42.9112,1985,809.6128
1379,4,14,1,2,2,2,20.35,0.090480214,119.5466,1998,117.8466
264,4,14,7,1,1,3,7.275,0.027942357,145.076,2004,1611.236
752,4,12,7,1,1,3,19.7,0.041730507,109.2912,2004,2402.2064
1382,4,12,9,2,2,1,12.6,0.099589909,109.1886,1985,4225.1668
696,4,12,0,1,0,2,12.6,0.195979015,47.106,1985,139.818
1299,4,13,3,2,2,0,14.15,0.008829806,196.811,2009,4517.453
209,4,14,3,2,2,0,19.0,0.067722325,130.8626,2009,1573.9512
699,4,9,9,2,2,1,12.6,0.060405784,234.5616,1985,6501.8699
1371,4,13,3,2,2,0,20.5,0.0,37.119,2009,842.237
1194,4,7,6,1,0,3,6.96,0.077193561,89.9146,1997,1277.0044
531,4,12,3,2,2,0,15.35,0.013869039,62.5168,2009,447.4176
1378,4,13,4,2,1,3,17.1,0.067290244,114.586,2002,1584.604
1347,3,12,4,2,1,3,10.195,0.146960375,142.2838,2002,1685.8056
852,4,10,0,1,0,2,12.6,0.018632082,82.9908,1985,503.3448
233,4,5,5,2,0,3,5.78,0.096536082,162.8552,1999,3574.0144
532,4,4,4,2,1,3,6.385,0.084008316,108.2596,2002,1186.4556
203,4,9,9,2,2,1,12.6,0.005638944,184.9924,1985,3146.5708
1437,4,11,7,1,1,3,9.3,0.01601936,248.5092,2004,6474.2392
577,3,11,1,2,2,2,13.65,0.13187274,188.024,1998,745.696
700,2,12,7,1,1,3,9.195,0.114863923,59.0246,2004,1853.5872
968,4,9,5,2,0,3,9.17,0.103138922,141.747,1999,3006.087
444,4,0,4,2,1,3,12.6,0.056191301,53.2982,2002,736.3748
521,4,10,2,2,1,3,14.85,0.01867669,188.7214,2007,3956.8494
1312,3,15,2,2,1,3,19.35,0.021578923,120.5098,2007,1807.647
1037,4,7,7,1,1,3,18.7,0.0,52.2324,2004,467.3916
1395,3,10,4,2,1,3,5.46,0.032242661,187.624,2002,3542.056
1032,4,15,7,1,1,3,8.785,0.025962714,120.9414,2004,1949.4624
1514,4,14,4,2,1,3,12.6,0.096407554,210.8612,2002,3344.9792
270,4,8,3,2,2,0,8.76,0.050256604,127.3336,2009,2684.5056
1004,3,14,4,2,1,3,12.3,0.058234621,58.7562,2002,592.562
797,4,13,8,0,2,3,19.6,0.023931217,103.1964,1987,736.3748
1402,2,14,0,1,0,2,12.6,0.195979015,105.5622,1985,211.7244
27,3,12,3,2,2,0,8.155,0.033692089,76.2354,2009,1279.0018
1505,3,6,9,2,2,1,12.6,0.023417004,223.8404,1985,6501.8699
1202,4,7,2,2,1,3,7.97,0.034647829,171.2422,2007,3103.9596
1392,4,10,3,2,2,0,18.85,0.142219209,167.6132,2009,1522.0188
612,4,15,4,2,1,3,11.1,0.11089655,191.5846,2002,2101.9306
1263,4,13,5,2,0,3,9.6,0.006708517,164.6184,1999,2972.1312
533,4,11,1,2,2,2,9.27,0.103419257,148.105,1998,149.805
141,4,6,6,1,0,3,13.35,0.032180494,61.2194,1997,433.4358
1474,3,12,7,1,1,3,11.3,0.066717378,260.8962,2004,4920.9278
1310,4,14,2,2,1,3,19.0,0.128814669,107.6622,2007,1164.4842
786,4,9,4,2,1,3,12.3,0.111500259,35.6874,2002,846.8976
791,4,10,2,2,1,3,6.425,0.010497273,118.3808,2007,2812.3392
1232,3,11,3,2,2,0,11.5,0.020653603,84.954,2009,865.54
109,4,12,5,2,0,3,5.19,0.042687151,195.911,1999,2946.165
1515,4,5,8,0,2,3,12.15,0.021705417,163.5184,1987,3137.2496
1255,4,14,5,2,0,3,15.25,0.026651184,86.6198,1999,1657.1762
1544,3,11,8,0,2,3,11.8,0.106968096,221.6772,1987,3113.2808
491,3,14,4,2,1,3,15.7,0.030686952,253.4724,2002,1510.0344
1540,3,10,6,1,0,3,16.75,0.008191729,103.5674,1997,1629.8784
719,3,9,5,2,0,3,10.8,0.048218142,42.2138,1999,690.4346
1544,3,11,7,1,1,3,11.8,0.107036943,220.3772,2004,4447.544
962,4,6,9,2,2,1,12.6,0.032381325,166.1842,1985,5470.8786
41,3,14,5,2,0,3,7.81,0.034043503,168.7158,1999,2673.8528
1539,3,12,6,1,0,3,11.1,0.036027524,177.2712,1997,3339.6528
1185,4,12,7,1,1,3,12.85,0.0,38.3164,2004,502.0132
183,3,15,7,1,1,3,10.5,0.02498633,216.7508,2004,3038.7112
823,4,7,6,1,0,3,6.135,0.115032406,161.0236,1997,1288.9888
1482,4,5,9,2,2,1,12.6,0.068765925,216.9166,1985,4354.332
1164,4,3,9,2,2,1,12.6,0.006727008,125.173,1985,3202.498
1437,4,11,3,2,2,0,9.3,0.016087659,249.6092,2009,5976.2208
308,4,12,2,2,1,3,16.6,0.0,54.6614,2007,884.1824
717,4,13,7,1,1,3,8.51,0.051936086,142.947,2004,3006.087
930,4,8,2,2,1,3,8.645,0.1442339,95.441,2007,3282.394
1494,3,5,8,0,2,3,8.6,0.05443912,128.831,1987,1038.648
1161,4,15,9,2,2,1,12.6,0.033059299,196.4768,1985,6306.4576
1513,4,8,6,1,0,3,14.5,0.089778187,158.4604,1997,2693.8268
1300,4,10,5,2,0,3,6.65,0.053372768,149.5734,1999,2524.0478
198,3,15,8,0,2,3,20.1,0.022406575,225.9036,1987,3643.2576
1184,3,14,6,1,0,3,15.25,0.065896556,179.266,1997,1438.128
1207,4,11,2,2,1,3,17.7,0.088305201,182.3292,2007,4195.8716
1508,4,12,6,1,0,3,7.075,0.022566975,97.3068,1997,1263.6884
1061,4,15,8,0,2,3,11.5,0.0,129.3652,1987,2066.6432
1545,3,15,2,2,1,3,5.82,0.077756427,254.533,2007,1281.665
186,4,7,5,2,0,3,8.785,0.020609218,155.1656,1999,4016.1056
1201,3,9,6,1,0,3,5.465,0.0,129.1626,1997,3672.5528
1361,4,13,9,2,2,1,12.6,0.013066448,140.9154,1985,2127.231
969,1,12,9,2,2,1,12.6,0.135118202,52.564,1985,2290.352
491,3,14,6,1,0,3,15.7,0.030624844,252.2724,1997,1258.362
563,0,13,8,0,2,3,7.39,0.092705683,251.9066,1987,4267.1122
426,4,5,0,1,0,2,12.6,0.042941559,102.9332,1985,102.5332
1498,4,9,7,1,1,3,6.8,0.03748996,48.6034,2004,291.6204
1335,3,14,9,2,2,1,12.6,0.025795293,80.2302,1985,2139.2154
480,4,14,7,1,1,3,11.5,0.046115083,120.2124,2004,1540.6612
718,3,2,7,1,1,3,17.6,0.053170949,45.606,2004,1724.422
1351,3,12,7,1,1,3,7.75,0.082915017,34.9558,2004,645.1602
900,4,9,9,2,2,1,12.6,0.082028694,148.6076,1985,3990.8052
1275,4,14,5,2,0,3,18.6,0.076975118,161.8236,1999,1611.236
1280,4,7,6,1,0,3,5.73,0.045371855,86.0882,1997,1116.5466
1293,4,13,5,2,0,3,12.15,0.028642712,149.0708,1999,1203.7664
77,3,9,8,0,2,3,5.44,0.017047751,174.637,1987,2999.429
889,3,12,4,2,1,3,17.7,0.042562588,165.021,2002,3425.541
556,2,3,9,2,2,1,12.6,0.181769264,240.6196,1985,4579.3724
1550,4,4,8,0,2,3,12.1,0.016812745,180.666,1987,4134.618
1461,4,10,8,0,2,3,8.355,0.0,145.6418,1987,3384.2614
615,1,6,1,2,2,2,6.26,0.016516867,151.1366,1998,453.4098
187,4,13,8,0,2,3,15.75,0.134960397,101.37,1987,2097.27
567,0,10,8,0,2,3,5.905,0.045614252,221.5456,1987,6501.8699
821,4,13,6,1,0,3,16.0,0.099136036,210.3902,1997,1486.7314
695,4,13,6,1,0,3,20.25,0.014222617,148.9418,1997,3531.4032
691,4,10,5,2,0,3,5.175,0.037457098,83.4224,1999,1448.7808
774,4,10,8,0,2,3,9.0,0.079279489,77.2644,1987,1335.5948
1078,3,14,5,2,0,3,15.6,0.045835395,168.2132,1999,2367.5848
1179,3,14,3,2,2,0,5.175,0.029616108,107.7622,2009,2011.3818
1454,4,8,9,2,2,1,12.6,0.0,175.4028,1985,6501.8699
119,4,11,5,2,0,3,18.7,0.0576269,83.3566,1999,1860.2452
740,4,13,6,1,0,3,17.6,0.015687045,182.6976,1997,3440.8544
690,4,8,8,0,2,3,18.2,0.162960415,43.5086,1987,1070.6064
416,4,13,6,1,0,3,13.15,0.024651269,179.5686,1997,1422.1488
1494,3,5,1,2,2,2,8.6,0.091195818,130.231,1998,129.831
1316,3,15,9,2,2,1,12.6,0.058542509,168.6448,1985,3408.896
599,4,11,5,2,0,3,20.35,0.089608321,262.1594,1999,3139.9128
318,4,8,7,1,1,3,7.39,0.067766896,140.6812,2004,3704.5112
1542,4,13,5,2,0,3,19.6,0.041355366,88.7514,1999,2656.542
1479,2,11,1,2,2,2,16.25,0.145913308,95.441,1998,193.082
438,4,7,5,2,0,3,6.28,0.027748176,86.5198,1999,1395.5168
1023,4,7,8,0,2,3,9.395,0.159201868,226.072,1987,3621.952
632,4,15,2,2,1,3,7.72,0.052274691,79.1986,2007,778.986
688,4,13,8,0,2,3,12.65,0.042175992,106.4938,1987,2465.4574
1401,4,6,0,1,0,2,12.6,0.057933643,175.1738,1985,347.5476
1276,4,5,4,2,1,3,16.75,0.0,88.7856,2002,966.7416
405,3,15,8,0,2,3,15.5,0.026280116,102.3332,1987,922.7988
1236,4,4,5,2,0,3,8.88,0.086916126,153.3682,1999,1219.7456
1337,4,14,4,2,1,3,18.25,0.075347426,126.3046,2002,747.0276
406,4,12,2,2,1,3,8.935,0.040410039,52.9298,2007,539.298
821,4,13,7,1,1,3,16.0,0.09911729,210.7902,2004,4460.1942
1431,2,15,3,2,2,0,19.7,0.053439522,55.093,2009,1018.674
832,4,15,7,1,1,3,20.6,0.023448504,93.9778,2004,2816.334
935,4,13,6,1,0,3,19.25,0.108030434,32.4558,1997,101.8674
502,3,15,6,1,0,3,14.15,0.024404558,198.311,1997,2553.343
825,3,14,4,2,1,3,6.63,0.010961483,58.2588,2002,343.5528
35,3,10,6,1,0,3,11.8,0.026358005,39.6138,1997,365.5242
826,4,5,0,1,0,2,12.6,0.03627089,85.9566,1985,169.1132
736,4,14,6,1,0,3,12.85,0.137227848,155.563,1997,4224.501
1460,3,11,2,2,1,3,11.6,0.144832027,239.8222,2007,4063.3774
1303,3,12,0,1,0,2,12.6,0.029157849,97.0726,1985,293.6178
1116,3,15,2,2,1,3,12.15,0.058756205,161.0552,2007,3411.5592
812,4,5,5,2,0,3,4.635,0.141108156,128.2994,1999,2698.4874
1266,4,11,3,2,2,0,19.6,0.024325592,48.5718,2009,425.4462
1246,3,14,4,2,1,3,20.2,0.121500143,95.0752,2002,2588.6304
1320,3,10,9,2,2,1,12.6,0.160653682,185.2266,1985,5901.6512
1095,3,7,6,1,0,3,9.395,0.109096371,44.6112,1997,511.3344
685,3,6,7,1,1,3,11.395,0.069574013,232.8616,2004,2812.3392
646,3,10,3,2,2,0,19.5,0.027458099,158.792,2009,2556.672
665,3,12,6,1,0,3,18.35,0.092226754,184.4266,1997,3504.1054
1557,3,0,1,2,2,2,5.365,0.195979015,173.4764,1998,171.7764
1357,3,12,3,2,2,0,11.8,0.014144442,180.4344,2009,535.3032
1190,4,9,2,2,1,3,11.3,0.056754036,247.5118,2007,2470.118
797,4,13,4,2,1,3,19.6,0.023999722,104.0964,2002,525.982
75,4,2,5,2,0,3,14.0,0.041355366,182.0634,1999,4544.085
158,4,7,6,1,0,3,19.7,0.024655594,84.3592,1997,743.0328
745,4,6,6,1,0,3,12.5,0.081134826,220.0798,1997,4848.3556
1279,4,13,4,2,1,3,12.3,0.052608525,191.253,2002,2656.542
83,4,2,6,1,0,3,7.435,0.084452363,165.2158,1997,2840.9686
712,4,14,6,1,0,3,6.48,0.033899898,146.9076,1997,2956.152
668,4,6,8,0,2,3,17.6,0.058042926,154.6314,1987,1861.5768
1249,4,6,4,2,1,3,8.155,0.119692888,188.453,2002,4364.319
1491,4,15,5,2,0,3,16.1,0.0343603,253.4356,1999,2797.6916
160,3,15,5,2,0,3,15.5,0.100922503,199.0768,1999,2759.0752
1473,2,8,9,2,2,1,12.6,0.016956266,109.3228,1985,2431.5016
917,4,5,7,1,1,3,4.785,0.092576144,121.0098,2004,2530.7058
1270,4,13,5,2,0,3,14.6,0.025742955,197.1084,1999,4761.8016
1133,4,9,3,2,2,0,6.445,0.029812714,95.4436,2009,1229.0668
725,3,9,8,0,2,3,4.88,0.133382115,55.0298,1987,647.1576
84,3,10,8,0,2,3,8.1,0.0,88.5198,1987,261.6594
1501,4,14,7,1,1,3,8.395,0.039484739,97.9042,2004,1686.4714
520,4,13,6,1,0,3,10.0,0.021425341,250.175,1997,2996.1
571,3,9,9,2,2,1,12.6,0.02624324,143.8128,1985,4458.1968
1443,3,9,8,0,2,3,12.35,0.185704641,77.1328,1987,2239.7512
1452,4,13,7,1,1,3,11.3,0.066668724,192.4478,2004,2712.4692
82,3,6,0,1,0,2,12.6,0.149305497,119.6124,1985,592.562
266,3,10,7,1,1,3,19.5,0.030688557,85.754,2004,2163.85
752,2,12,5,2,0,3,19.7,0.041803291,110.3912,1999,3275.736
1351,3,12,8,0,2,3,7.75,0.082861686,32.6558,1987,679.116
1408,4,9,3,2,2,0,15.1,0.076385385,88.483,2009,988.713
671,4,15,9,2,2,1,12.6,0.021498768,111.5228,1985,1768.3648
1385,4,13,7,1,1,3,11.1,0.033102681,116.6124,2004,1540.6612
1502,4,11,2,2,1,3,7.075,0.058676973,142.0128,2007,2588.6304
672,2,0,7,1,1,3,7.97,0.021531416,108.4596,2004,3020.0688
1293,4,13,7,1,1,3,12.15,0.028592842,151.0708,2004,2858.9452
881,4,14,3,2,2,0,14.1,0.067148407,200.4084,2009,3968.168
1177,4,10,9,2,2,1,12.6,0.026552056,56.2246,1985,1737.738
1539,3,12,1,2,2,2,11.1,0.060302689,175.8712,1998,175.7712
1492,4,7,0,1,0,2,12.6,0.138269873,111.686,1985,452.744
1415,3,0,1,2,2,2,7.42,0.036109859,186.5582,1998,185.7582
1173,4,15,5,2,0,3,16.35,0.020579897,52.1324,1999,934.7832
789,3,15,5,2,0,3,19.1,0.025912378,146.8418,1999,1765.7016
673,3,15,0,1,0,2,12.6,0.086077865,143.8102,1985,291.6204
282,3,6,3,2,2,0,5.19,0.044432887,102.899,2009,1651.184
804,4,7,5,2,0,3,11.8,0.115346634,200.2084,1999,4563.3932
1334,3,11,6,1,0,3,11.35,0.063226306,87.9856,1997,1494.0552
1547,0,13,4,2,1,3,15.2,0.03366718,109.6912,2002,1419.4856
1061,4,15,4,2,1,3,11.5,0.173867958,128.8652,2002,1291.652
510,3,9,7,1,1,3,20.25,0.022936488,240.8538,2004,6501.8699
1227,4,8,8,0,2,3,10.1,0.054585372,196.5084,1987,595.2252
1192,4,11,4,2,1,3,13.1,0.020913071,120.1782,2002,2026.0294
86,4,8,6,1,0,3,12.0,0.104230135,259.5278,1997,2603.278
1034,4,12,6,1,0,3,19.0,0.111923422,106.5622,1997,2117.244
158,4,7,3,2,2,0,19.7,0.024756031,83.8592,2009,247.6776
1545,3,15,0,1,0,2,12.6,0.135375727,256.133,1985,256.333
676,4,13,4,2,1,3,18.6,0.012679226,120.9414,2002,2680.5108
1061,2,15,7,1,1,3,11.5,0.173483253,129.0652,2004,3487.4604
1356,4,14,4,2,1,3,16.75,0.045138797,187.9556,2002,2816.334
1126,4,10,3,2,2,0,18.85,0.04282359,254.433,2009,2050.664
823,4,7,7,1,1,3,6.135,0.115010655,161.5236,2004,1288.9888
811,4,10,7,1,1,3,20.7,0.169776346,184.4266,2004,3688.532
931,4,7,7,1,1,3,17.6,0.041608488,165.4526,2004,1644.526
810,4,13,8,0,2,3,16.0,0.072608647,228.3668,1987,5298.4364
87,4,13,4,2,1,3,8.92,0.130191993,176.837,2002,2117.244
1517,4,3,2,2,1,3,17.75,0.111931193,108.8912,2007,327.5736
1210,4,12,6,1,0,3,15.6,0.116913245,78.167,1997,1837.608
1244,3,7,0,1,0,2,12.6,0.13511877,232.9958,1985,934.7832
194,3,9,1,2,2,2,17.75,0.063416566,154.6656,1998,308.9312
1280,4,7,1,2,2,2,5.73,0.075943184,85.5882,1998,171.7764
3,4,7,4,2,1,3,5.73,0.05190652,188.1898,2002,1496.7184
1272,4,14,3,2,2,0,9.3,0.175060504,106.7964,2009,525.982
1071,4,13,7,1,1,3,20.2,0.099893424,187.6898,2004,3928.8858
925,4,15,0,1,0,2,12.6,0.178923163,55.7298,1985,161.7894
596,4,2,7,1,1,3,12.15,0.0,119.244,2004,2636.568
1127,4,10,8,0,2,3,21.35,0.068765205,260.4278,1987,3644.5892
808,3,6,3,2,2,0,20.2,0.096906831,175.5028,2009,6501.8699
195,4,13,7,1,1,3,6.57,0.096862255,193.982,2004,2316.984
970,3,9,6,1,0,3,19.35,0.062528426,166.9184,1997,3302.368
1522,4,8,6,1,0,3,8.6,0.032621545,143.2154,1997,2127.231
717,4,13,8,0,2,3,8.51,0.05190268,142.247,1987,2862.94
306,3,15,9,2,2,1,12.6,0.170246782,141.5838,1985,3231.1274
1175,4,12,1,2,2,2,7.5,0.054610829,237.1906,1998,237.6906
998,4,12,7,1,1,3,14.3,0.127517605,86.0224,2004,1022.6688
214,4,4,4,2,1,3,15.0,0.064271703,45.506,2002,466.06
1009,4,9,8,0,2,3,14.3,0.13030659,75.7328,1987,617.8624
872,4,4,1,2,2,2,10.195,0.187841082,112.486,1998,113.186
866,3,10,7,1,1,3,6.825,0.046625941,154.9998,2004,3075.996
727,2,9,6,1,0,3,12.65,0.035410748,231.401,1997,2067.309
1199,4,8,7,1,1,3,11.15,0.032250092,164.0526,2004,4769.1254
1436,4,11,5,2,0,3,19.1,0.045378573,42.4138,1999,243.6828
120,4,9,1,2,2,2,18.85,0.0926587,131.4284,1998,263.6568
1266,4,11,7,1,1,3,19.6,0.024222321,45.5718,2004,945.436
682,4,15,2,2,1,3,15.1,0.055518167,217.3166,2007,1306.2996
498,4,10,9,2,2,1,12.6,0.031946638,51.6008,1985,1821.6288
89,4,15,2,2,1,3,6.425,0.093983518,175.5712,2007,1230.3984
798,2,13,4,2,1,3,8.88,0.098822387,209.627,2002,1887.543
1109,4,9,6,1,0,3,12.3,0.009410528,73.738,1997,1318.284
696,4,12,3,2,2,0,12.85,0.169139066,46.406,2009,186.424
604,3,15,8,0,2,3,11.35,0.043122189,197.9742,1987,995.371
1254,4,7,9,2,2,1,12.6,0.035769657,40.9138,1985,1380.8692
1140,3,15,5,2,0,3,19.0,0.10361083,228.372,1999,905.488
479,3,15,7,1,1,3,10.195,0.044974051,115.5808,2004,1874.8928
684,4,8,2,2,1,3,8.27,0.018920019,238.088,2007,6231.888
196,3,9,2,2,1,3,14.85,0.054142088,124.1072,2007,1837.608
1234,4,12,0,1,0,2,12.6,0.0,98.241,1985,289.623
876,4,12,5,2,0,3,18.0,0.124645538,117.2124,1999,2133.2232
271,2,15,3,2,2,0,7.1,0.110459828,172.108,2009,2250.404
687,4,9,4,2,1,3,8.355,0.013957308,94.0462,2002,1480.7392
526,3,5,6,1,0,3,9.8,0.056386541,84.6908,1997,503.3448
670,3,15,2,2,1,3,18.2,0.012273747,60.0904,2007,1113.2176
829,3,12,9,2,2,1,12.6,0.090473389,229.7984,1985,6024.1584
1187,4,13,6,1,0,3,14.65,0.083359391,161.9552,1997,4711.2008
239,4,10,0,1,0,2,12.6,0.112161697,154.4682,1985,152.4682
1220,3,9,3,2,2,0,9.695,0.128805815,224.0404,2009,5851.0504
466,4,3,9,2,2,1,12.6,0.090596378,106.6938,1985,2251.0698
1271,3,1,2,2,1,3,13.85,0.056637129,233.83,2007,2796.36
1351,3,12,5,2,0,3,7.75,0.083059634,35.7558,1999,611.2044
1357,3,12,4,2,1,3,11.8,0.014115626,178.5344,2002,3390.2536
624,4,13,3,2,2,0,12.3,0.076866235,247.146,2009,492.692
608,3,12,8,0,2,3,16.0,0.099188598,88.9856,1987,1669.8264
358,4,8,5,2,0,3,11.5,0.021010687,131.3942,1999,927.4594
1242,3,6,9,2,2,1,12.6,0.057143515,151.8366,1985,6196.6006
417,4,12,2,2,1,3,7.36,0.052607932,56.3588,2007,744.3644
370,3,14,8,0,2,3,7.64,0.070645636,91.212,1987,466.06
722,4,15,8,0,2,3,17.75,0.014568036,158.1262,1987,4137.2812
1421,4,0,5,2,0,3,17.75,0.073524776,34.8216,1999,207.7296
1287,4,8,6,1,0,3,7.27,0.046559448,100.5384,1997,2463.46
1455,4,13,1,2,2,2,7.67,0.195979015,33.2216,1998,138.4864
540,3,1,6,1,0,3,20.2,0.039247736,157.663,1997,1095.241
1493,4,14,6,1,0,3,16.0,0.040945898,143.1496,1997,2258.3936
436,4,15,5,2,0,3,9.5,0.031331581,111.1228,1999,663.1368
1213,4,15,4,2,1,3,19.1,0.096929994,233.8958,2002,2103.2622
297,3,9,6,1,0,3,15.0,0.026840766,219.8456,1997,4863.0032
1391,4,12,8,0,2,3,7.035,0.0,262.691,1987,6048.793
305,4,15,5,2,0,3,19.75,0.041429246,117.2466,1999,2239.0854
1267,3,12,9,2,2,1,12.6,0.0,145.276,1985,5273.136
494,3,11,9,2,2,1,12.6,0.0,196.4794,1985,5852.382
1084,3,6,4,2,1,3,11.8,0.025978802,102.5674,2002,1629.8784
908,3,11,0,1,0,2,12.6,0.066006824,126.2704,1985,250.3408
1239,3,15,0,1,0,2,12.6,0.0,178.5318,1985,180.4318
1436,4,11,3,2,2,0,19.1,0.045492697,40.3138,2009,527.9794
1489,3,15,8,0,2,3,13.6,0.043618827,156.7946,1987,2840.3028
785,3,14,6,1,0,3,5.34,0.005963881,99.5358,1997,1407.5012
614,4,15,8,0,2,3,18.2,0.08982696,197.111,1987,589.233
818,4,8,6,1,0,3,12.15,0.079431643,38.6506,1997,796.9626
1473,4,8,2,2,1,3,14.35,0.017135155,109.8228,2007,1657.842
1307,4,9,5,2,0,3,17.35,0.056005781,99.2016,1999,1518.024
366,3,14,1,2,2,2,10.695,0.145253944,156.8972,1998,467.3916
807,3,9,5,2,0,3,7.22,0.0383808,62.351,1999,885.514
1311,4,15,6,1,0,3,19.1,0.03856376,209.2586,1997,3165.879
216,3,7,2,2,1,3,8.26,0.032625074,124.673,2007,1847.595
1323,3,7,0,1,0,2,12.6,0.069909188,163.2868,1985,491.3604
355,3,12,8,0,2,3,14.0,0.037491314,164.2526,1987,1808.9786
814,3,10,3,2,2,0,6.615,0.09234651,251.8408,2009,4506.1344
334,4,7,4,2,1,3,14.15,0.183879453,82.9276,2002,1705.7796
1544,3,11,4,2,1,3,11.8,0.107274301,221.1772,2002,3113.2808
1100,3,12,9,2,2,1,12.6,0.047570401,125.7362,1985,3020.0688
1382,4,12,2,2,1,3,19.2,0.100640587,112.6886,2007,1779.0176
816,4,6,4,2,1,3,18.85,0.036111038,58.1562,2002,1185.124
667,3,10,3,2,2,0,17.0,0.140090284,265.1884,2009,6359.7216
1214,4,15,2,2,1,3,12.5,0.031225303,102.899,2007,2167.179
1479,4,11,9,2,2,1,12.6,0.086752988,98.141,1985,1737.738
1042,3,10,3,2,2,0,8.6,0.040369315,189.753,2009,2846.295
1107,4,4,7,1,1,3,9.3,0.043777415,192.9846,2004,6114.7072
1287,4,8,5,2,0,3,7.27,0.046631836,98.4384,1999,1576.6144
1365,3,14,5,2,0,3,11.8,0.076839735,34.9558,1999,373.5138
523,4,15,6,1,0,3,16.35,0.0,198.5426,1997,1384.1982
664,3,6,0,1,0,2,12.6,0.195979015,156.3946,1985,473.3838
1089,4,14,9,2,2,1,12.6,0.099478451,194.4452,1985,4697.8848
1292,4,9,6,1,0,3,20.0,0.034369528,43.7086,1997,892.172
1538,4,13,8,0,2,3,5.82,0.0,169.379,1987,2376.906
910,4,13,8,0,2,3,18.75,0.01035692,208.3954,1987,2709.1402
551,3,10,7,1,1,3,9.5,0.104488444,77.896,2004,1997.4
278,4,15,9,2,2,1,12.6,0.028456456,43.5454,1985,755.0172
689,4,13,7,1,1,3,10.5,0.027271252,171.6106,2004,2566.659
168,4,12,7,1,1,3,20.5,0.036346224,72.9696,2004,596.5568
1104,3,2,2,2,1,3,12.3,0.064984487,92.5804,2007,2297.01
1239,1,15,3,2,2,0,13.1,0.044372393,180.3318,2009,2886.9088
794,4,8,2,2,1,3,11.395,0.009934335,47.2034,2007,340.2238
1147,4,13,2,2,1,3,8.93,0.013253936,56.4614,2007,828.921
614,4,15,7,1,1,3,18.2,0.089884775,195.111,2004,3731.809
1431,4,15,8,0,2,3,19.7,0.053178425,55.993,1987,905.488
1366,4,10,7,1,1,3,14.1,0.089660816,140.0496,2004,1411.496
1455,4,13,2,2,1,3,7.67,0.185889129,35.4216,2007,173.108
166,3,10,0,1,0,2,12.6,0.0,78.896,1985,399.48
502,3,15,3,2,2,0,14.15,0.024503972,195.111,2009,982.055
